EntityNumber,Language,TypeOfDenomination,Denomination
0802.349.158,2,1,EMMO
0802.389.641,2,1,Benny-Unit
0802.413.197,2,1,Wal Jemeaa
0802.416.662,2,1,WENZE YA KIN
0802.420.523,2,1,AK Catering
0802.507.625,2,1,ZAINA COMPANY
0802.713.107,2,1,Freed Events
0802.746.759,2,1,ZAZA
0802.747.551,2,1,Club Noord
0802.774.275,2,1,Alexandru Services
0802.858.508,2,1,MANSA CONSULTING
0802.907.107,2,1,Eccholine Productions
0803.030.336,2,1,WBS COMPANY
0803.096.355,2,1,Tima
0803.152.080,2,1,Ultimate Invest
0803.166.235,2,1,Johan de Keulenaer
0803.211.468,2,1,KAYTECH
0803.248.585,2,1,Leven In De Brouwerij
0803.340.835,2,1,ASIA BAZAR
0803.419.524,2,1,TAN TAN
0803.475.546,2,1,Dr. Rosina Dewaide
0803.501.676,2,1,Martijn Melis
0803.513.158,2,1,ZAZAI FASHION
0803.537.904,2,1,Solutions 30 BE Group
0803.663.410,2,1,JB CARDETAIL
0803.678.850,2,1,Impaktfull
0803.707.554,2,1,LAWAND BAKKERIJ
0803.728.736,2,1,BelTextile
0803.729.033,2,1,Elegan
0803.752.787,2,1,Taskinha Minhota
0803.799.210,2,1,K & N Food
0803.859.784,2,1,STA Company
0803.870.078,2,1,BARNES DIAMANT
0803.987.666,2,1,LCMC Electrotech
0804.030.822,2,1,"Vereniging van Mede-eigenaars ""Residentie Van Maerlantstraat 14"" gelegen te 2060 Antwerpen, Van Maerlantstraat 14"
0804.136.235,2,1,B & E BUILD
0804.287.970,2,1,UNKRUID
0804.344.784,2,1,Gebroeders Chabot
0804.457.424,2,1,FOMO Producties
0804.485.435,2,1,"Vereniging van Mede-eigenaars van het gebouw te 2060 Antwerpen, Duinstraat 111/113"
0804.487.514,2,1,Ismi Bridge
0804.578.178,2,1,Yaou
0804.614.802,2,1,NEGENTIG
0804.625.886,2,1,KASTHAMANDAP
0804.647.959,2,1,HUDA SERVICE
0804.656.372,2,1,AROBARO
0804.679.336,2,1,GOEMANS MANAGEMENT
0804.689.630,2,1,STUDIO FARRIS ARCHITECTS
0804.780.294,2,1,The Bear
0804.875.910,2,1,GROUP SECOREX
0804.998.941,2,1,Dr. Embrechts Reinout
0805.015.074,2,1,Fortyone Collective
0805.040.909,2,1,"Vereniging van mede-eigenaars ""Residentie Hollandstraat 22"" gelegen te 2060 Antwerpen, Hollandstraat 22"
0805.168.096,2,1,WAMP
0805.191.357,2,1,NANA
0805.198.483,2,1,"Erkende Islamitische Geloofsgemeenschap El Mouslimine, te Antwerpen (voor regio Antwerpen)"
0805.207.589,2,1,L-phabet Group
0805.219.566,2,1,Dr. Annelies Somers
0805.304.688,2,1,Apostolou Management
0805.347.745,2,1,KEMI CONSTRUCT
0805.355.168,2,1,Latifa Zorg
0805.451.079,2,1,Leeuw & Leeuw
0805.494.631,2,1,ALI COSMETICA
0805.564.907,2,1,"Medina, Charcuterie and more"
0805.638.448,2,1,AL FAZAL
0805.666.756,2,1,C&A Comfort
0805.758.610,2,1,sc.consultancy
0805.836.903,2,1,OX TRADER
0805.948.848,2,1,Advocatenkantoor Sam Dejaegere
0805.981.413,2,1,Praktijk Schijnpoort
0805.986.361,2,1,FOODWONDERS
0806.044.957,2,1,KONINKLIJKE KATHOLIEKE TURNKRING SINT WILLIBRORDUS ANTWERPEN
0806.044.957,2,2,KKT SWA
0806.218.567,2,1,"ELLGURD, SCHOOL VOOR INTERCULTURELE BEWEGING"
0806.218.567,2,2,ELLGURD
0806.277.856,2,1,AMPERDANS
0806.424.643,2,1,DAM-MARKET
0806.520.158,2,1,MANYAN
0806.520.653,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Handelsstraat 57-59"
0806.525.603,2,1,"Vereniging van Mede-eigenaars Dampark te Antwerpen,Damplein 16 - Viaduct Dam 82-84-86"
0806.526.492,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Cassiersstraat 44"
0806.540.350,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Congresstraat 56"
0806.559.948,2,1,Zambhala
0806.620.920,2,1,BERFIN
0806.663.579,2,1,MUEN & CO
0806.844.020,2,1,HAAK
0806.872.922,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Kerkstraat 72"
0806.876.187,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Rotterdamstraat 18"
0806.929.835,2,1,Tell-Shop
0806.933.003,2,1,NTCP8
0806.937.654,2,1,"Vereniging van Mede-eigenaars Residentie Arboretum te Antwerpen, Schaafstraat zonder nummer"
0806.980.414,2,1,INGLOU
0807.006.148,2,1,NOUR
0807.032.674,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Lovelingstraat 52"
0807.047.819,2,1,"Vereniging van Mede-eigenaars  Binnenhof te Antwerpen, Oude Steenweg 47-55"
0807.048.413,2,1,Golden Y & J
0807.061.477,2,1,"Vereniging van Mede-eigenaars 'VVM Olijftakstraat 25' te Antwerpen, Olijftakstraat 25"
0807.075.236,2,1,BABYLONIA
0807.132.446,2,1,"Vereniging van Mede-eigenaars Park Noord te Antwerpen, Lange Dijkstraat 5-13"
0807.140.166,2,1,"Vereniging van Mede-eigenaars Residentie Maatshoek 2060 te Antwerpen, Pothoekstraat 152/154 - Maatsweg"
0807.141.156,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Osystraat 19"
0807.147.490,2,1,"Vereniging van Mede-eigenaars garagegebouw te Antwerpen, Gasstraat +46"
0807.150.856,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Familiestraat 84"
0807.153.826,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Sint-Elisabethstraat 39"
0807.182.827,2,1,"Vereniging van Mede-eigenaars Residentie Yuksel-Yuksel te Antwerpen, Carnotstraat 140"
0807.193.220,2,1,"Vereniging van Mede-eigenaars Residentie Mignon te Antwerpen, Lange Slachterijstraat 30-34, Korte Slachterijstraat 4"
0807.219.251,2,1,ELEVENTH
0807.269.335,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Wetstraat 4"
0807.289.626,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Essenstraat 5"
0807.299.623,2,1,"Vereniging van Mede-eigenaars DESIGNCENTER DE WINKELHAAK II te Antwerpen, Lange Winkelhaakstraat 34 en Dambruggestraat 31"
0807.300.217,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Rotterdamstraat 31/33"
0807.460.860,2,1,RENODAK
0807.642.487,2,1,ABIS II RENOVATIONS
0807.790.363,2,1,KAYDESIGN
0807.793.036,2,1,SINT JANSSHOP
0807.821.641,2,1,Aditi
0807.878.257,2,1,ONEPLUS+
0808.179.848,2,1,ARCHI-VERDE
0808.231.219,2,1,COLIBRI
0808.540.926,2,1,Animal Lovers Only
0808.540.926,2,2,ALO
0808.541.322,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Oude Steenweg 10"
0808.545.775,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Sint-Gummarusstraat 17-19"
0808.547.161,2,1,"Vereniging van Mede-eigenaars ""Dambrugge 159"" te Antwerpen, Dambruggestraat 159"
0809.024.936,2,1,ZUIDERVAART
0809.095.608,2,1,KAPSALON HASSAN
0809.288.618,2,1,SVN
0809.426.594,2,1,"Vereniging van Mede-eigenaars  te Antwerpen, Sint-Willibrordusstraat 40"
0809.428.079,2,1,"Vereniging van Mede-eigenaars van het appartementsgebouw te Antwerpen, Van Maerlantstraat 7"
0809.521.022,2,1,LIU JO RETAIL BENELUX
0809.606.837,2,1,OHPEN Technology Belgium
0809.668.304,2,1,PAMPAS ANTWERPEN
0809.999.587,2,1,@TOMIC SOFTWARE
0810.101.339,2,1,Thirty
0810.202.891,2,1,IJAZ
0810.282.372,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Bisschopstraat 17-19 (gebouw A)"
0810.465.880,2,1,CERCLE C. VERSEL
0810.532.592,2,1,PRIMATEX
0810.653.447,2,1,SKIN
0810.720.654,2,1,Bicorne
0810.816.565,2,1,SCHOOL IN ZICHT
0810.862.788,2,1,ANISKA
0811.097.964,2,1,MIRANDASOUSS
0811.124.391,2,1,"Vereniging van Mede-eigenaars van kompleks Zavelhof te Antwerpen, Korte Zavelstraat 6-16-24, hoek Lange Zavelstraat"
0811.148.939,2,1,GAP SA Granen & Producten NV
0811.148.939,2,2,GAPSA
0811.343.830,2,1,"Vereniging van Mede-eigenaars Residentie Rooseveltplaats 1 te Antwerpen, Italiëlei 241, hoek Franklin Rooseveltplaats 1a"
0811.350.263,2,1,PRAON
0811.422.222,2,1,SEMERSAH
0811.716.982,2,1,BLISS MUSIC
0811.773.796,2,1,ANTEA-OSQB
0811.804.579,2,1,H&SC
0811.853.376,2,1,Huisartsengroep Park Noord
0814.788.815,2,1,KARUUR ARCHITECTEN
0814.791.882,2,1,"Met Zicht Op Zee, Architecten en Ontwerpers"
0816.596.676,2,1,MANORA LOGISTICS
0816.775.137,2,1,DARIYERI
0816.899.257,2,1,AVISAT
0817.047.925,2,1,CIRAK
0817.131.661,2,1,Mosterd Holding BTX-eenheid
0817.277.161,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Delinstraat 30-32"
0817.376.636,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Franklin Rooseveltplaats 5"
0817.412.961,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Delinstraat 34"
0817.540.942,2,1,VERENIGING VAN ZAMBIANEN IN BELGIE
0817.659.619,2,1,Dokter Willem Dieben
0817.708.218,2,1,PERRON 17
0817.963.287,2,1,TURBOSALSA
0817.970.910,2,1,PIM²
0818.042.669,2,1,ABVg
0818.144.718,2,1,"Vereniging van Mede-eigenaars Residentie Minerva-Athena te Antwerpen, Carnotstraat 71/Congresstraat 1"
0818.237.857,2,1,FC Groep
0818.409.982,2,1,TIME TO MEET
0818.409.982,2,3,TTM
0818.455.415,2,1,Budget Cars
0818.794.816,2,1,KIRINGHE
0818.821.639,2,1,Vereniging van Mede-eigenaars van het appartementsgebouw te Antwerpen-Bisschopstraat 20
0819.021.280,2,1,Homy Rentals
0819.021.280,2,2,GMMORE
0819.023.755,2,1,EL ATTARI
0819.106.305,2,1,VLLAZNIA-SHKODER
0819.303.570,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Pothoekstraat 49-51"
0819.640.102,2,1,TRB INDUSTRIES
0819.869.635,2,1,3 YEDI 5
0820.136.681,2,1,JAMI BHATTI CAR TRADING
0820.136.681,2,2,J.B.C.T.
0820.248.331,2,1,MAHAN
0820.367.305,2,1,DOMXH
0820.426.196,2,1,MARINRAIL
0820.511.914,2,1,Thaye
0820.646.823,2,1,Gyarang
0820.693.838,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Wetstraat 51-53"
0820.773.418,2,1,"Vereniging van Mede-eigenaars Residentie Schöner Wohnen te Antwerpen, appartementsgebouw Dambruggestraat 121-129"
0821.050.659,2,1,Christina Fashion
0821.094.013,2,1,KOLBE
0821.120.242,2,1,ROUTE33
0821.129.150,2,1,DE RODE ZEVEN
0821.174.581,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Groenstraat 85, hoek Kerkstraat 108"
0821.245.154,2,1,VDH Forwarding
0821.428.860,2,1,THEB
0821.489.634,2,1,SIMPLY COMMUNITY
0821.503.490,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Brugstraat 5"
0821.512.992,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Lange Lobroekstraat 147"
0821.519.031,2,1,WILLIBIES ANTWERPEN
0821.577.924,2,1,HANNIBAL BOOKS
0821.624.741,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Rotterdamstraat 25"
0821.653.247,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Samberstraat 48/56"
0821.724.711,2,1,FEBANI
0821.881.493,2,1,CATHERINE LAMBAERTS
0822.001.358,2,1,"""iN88"" interieur vorm advies"
0822.078.958,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Lange Beeldekensstraat 8"
0822.120.728,2,1,T4U
0822.159.033,2,1,SOMMA
0822.196.348,2,1,Petra-Tex
0822.198.229,2,1,ANTASER AFRIQUE
0822.201.692,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Handelstraat 26"
0822.218.619,2,1,"Vereniging van Mede-eigenaars gebouw Colonia te Antwerpen, Congresstraat 40, 42/1 en 26/7"
0822.222.874,2,1,"Vereniging van Mede-eigenaars Residentie Ter Pitte te Antwerpen, Lange Van Bloerstraat 119/125"
0822.225.646,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Van Stralenstraat 76"
0822.230.990,2,1,"Vereniging van Mede-eigenaars woonerf Claustrum te Antwerpen, Offerandestraat 65 en Lange Beeldekensstraat"
0822.242.472,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Dambruggestraat 137/139"
0822.244.056,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Osystraat 56"
0822.244.947,2,1,"Vereniging van Mede-eigenaars SAF RESIDENTIE DAM III - SAF RESIDENTIE DAMLOFTS II - SAF RESIDENTIE DAMLOFTS I te Antwerpen, Weilandstraat 49, Rupelstr"
0822.267.119,2,1,HOPE FOR THE HOPELESS
0822.267.119,2,2,H.F.T.H.
0822.306.810,2,1,N & D Style
0822.338.878,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Maatsstraat 60"
0822.339.373,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Korte Dijkstraat 1/3"
0822.352.835,2,1,"Vereniging van Mede-eigenaars Van Stralen 29 te Antwerpen, Van Stralenstraat 29"
0822.574.945,2,1,Goossens Marc Consulting
0822.574.945,2,2,GOMACON
0822.592.563,2,1,TOLI
0822.699.263,2,1,RAUM
0822.715.396,2,1,WebComrades
0822.749.149,2,1,Erron Team
0822.860.995,2,1,TYPE 9
0822.905.834,2,1,ALADIN LOUNGE CAFE
0822.926.719,2,1,Clares
0823.112.504,2,1,DAM design and manufacturing
0823.121.313,2,1,TISO IMMO
0823.280.174,2,1,BUURTCENTRUM CORTINA
0823.280.174,2,2,CORTINA
0823.418.845,2,1,VIS AMINE
0823.716.674,2,1,Thuisverpleging Stef JANSSENS
0823.751.615,2,1,TIBETAN ASSOCIATION OF CHUSHI GANGDRUG BELGIUM
0823.760.622,2,1,ESIMS
0824.056.669,2,1,Financial Investment Antwerp Group
0824.056.669,2,2,FIAG
0824.077.653,2,1,ELKA INDUSTRIES
0824.172.970,2,1,TAKK
0824.592.644,2,1,Finster
0824.766.254,2,1,NIEUW WERK VZW
0825.161.182,2,1,TABITAL PULAAKU ANTWERPEN
0825.161.182,2,2,TPA
0825.309.256,2,1,CUISELEC INDUSTRIES
0825.514.441,2,1,G.V.R.
0825.522.260,2,1,MAATSCHAP GOEMANS-DE SCHEEMAECKER
0825.723.089,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Cassiersstraat 40"
0825.857.109,2,1,RCH International
0825.901.253,2,1,iamwe
0826.079.516,2,1,BONITOS
0826.182.157,2,1,OriCon
0826.341.416,2,1,MJW CONSTRUCT
0826.453.163,2,1,SHRI RAM
0826.474.939,2,1,NOOR R&K
0826.573.721,2,1,PFF Belgium
0826.616.776,2,1,T ENTERTAINMENT
0826.617.271,2,1,C-BIRD
0826.656.962,2,1,CARAVAN
0826.913.419,2,1,CANDELA VZW
0827.044.764,2,1,Lacage
0827.413.364,2,1,DE VINZO
0827.526.202,2,1,Allynco
0827.550.154,2,1,673
0827.590.934,2,1,RK PARMAR
0827.637.553,2,1,Azoul
0827.717.727,2,1,Victoria MSD
0828.050.002,2,1,Timkaelen.com
0828.143.042,2,1,PRODUCTION OFFICE
0828.181.050,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Dambruggestraat 60"
0828.182.931,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Gasstraat 78-80-82"
0828.185.307,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Gasstraat 52"
0828.213.120,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Sint-Elisabethstraat 54, bouw 2, deel complex groot 1631 m²"
0828.250.534,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Viséstraat 52"
0828.251.128,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Wetstraat 38"
0828.342.089,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Bisschopstraat 43"
0828.349.712,2,1,AFGHAANSE VROUWENVERENIGING ANTWERPEN
0828.401.081,2,1,"Vereniging van Mede-eigenaars Residentie Antares te Antwerpen, Carnotstraat 27, hoek Lange Winkelhaakstraat"
0828.421.372,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Van den Wervestraat 41A, hoek De Waghemakerestraat 28-30"
0828.438.891,2,1,De witte  waanzin
0828.484.423,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Wetstraat 43"
0828.661.201,2,1,TwentySix Ten
0828.773.542,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Oranjestraat 1-3, hoek Lange Dijkstraat 30-32"
0828.773.839,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Lange Stuivenbergstraat 27-29"
0828.774.235,2,1,"Vereniging van Mede-eigenaars Residentie Lange Dijck te Antwerpen, Lange Dijkstraat 38"
0828.774.928,2,1,"Vereniging van Mede-eigenaars Residentie Europe te Antwerpen, Houwerstraat 14"
0829.257.453,2,1,KOLLAGE
0829.257.453,2,2,KLG
0829.304.765,2,1,BEOPLUS
0829.390.778,2,1,CONCERNED LIBERIAN WOMEN CENTER
0829.433.736,2,1,ANTWERP BOXING ACADEMY
0829.435.716,2,1,Sustainable Markets Consulting
0829.435.716,2,2,SuMa Consulting
0829.612.393,2,1,"Vereniging van Mede-eigenaars Residentie Montezuma te Antwerpen, hoek Bisschopstraat 2 en Carnotstraat"
0829.618.234,2,1,"Vereniging van Mede-eigenaars Residentie Orion te Antwerpen, hoek Carnotstraat, Dambruggestraat en Lange Winkelhaakstraat, groot 398,99 m²"
0829.619.026,2,1,"Vereniging van Mede-eigenaars Residentie Hendrik Conscience te Antwerpen, Carnotstraat 93-95-97"
0829.679.206,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Lange Scholiersstraat 116"
0829.762.942,2,1,Serendipity
0829.773.038,2,1,"Vereniging van Mede-eigenaars Residentie Sint-Gummarus te Antwerpen, Sint-Gummarusstraat 38-40"
0829.775.414,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Sint-Jansplein 49"
0829.827.872,2,1,HI10
0830.000.492,2,1,"ANTWERPEN AAN 'T WOORD, VERENIGING ZONDER WINSTOOGMERK"
0830.000.492,2,2,ANTWERPEN AAN 'T WOORD
0830.099.472,2,1,MARGUERITTE
0830.293.274,2,1,GA2
0830.338.608,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Van Arteveldestraat 20-22"
0830.369.785,2,1,ALB CONSTRUCTION
0830.371.270,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Van Maerlantstraat 47, hoek Goudbloemstraat"
0830.448.177,2,1,IM&S
0830.502.914,2,1,NurEcem
0830.611.097,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Wetstraat 49"
0830.647.622,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Diepestraat 94-96"
0830.774.910,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Sint-Elisabethstraat 12/14/16/18/20"
0830.857.854,2,1,CLAUDIO CAPO
0830.913.480,2,1,AL JAZEERA
0830.922.982,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Samberstraat 69 A-D"
0830.994.050,2,1,DOKTER HASSAN KAYS
0831.237.936,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Lange Lobroekstraat 31-33"
0831.240.906,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Vliegenstraat 8-10"
0831.265.749,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Dambruggestraat 33-35"
0831.368.093,2,1,QdH
0831.471.231,2,1,"Vereniging van Mede-eigenaars Residentie Liesbeth te Antwerpen, Weilandstraat 29-31"
0831.476.971,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Sint-Jansplein 8/9"
0831.515.276,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Greinstraat 31-33"
0831.576.842,2,1,SOLTI
0831.593.965,2,1,APETOWN VZW
0831.643.851,2,1,RENO&BUD
0831.820.530,2,1,NANS
0831.837.455,2,1,SILO
0831.907.137,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Lange Lobroekstraat 177"
0832.054.419,2,1,TESTTOON
0832.117.369,2,1,PROMI ENTERPRISE
0832.235.254,2,1,R.K. TRADERS
0832.288.110,2,1,VISVIRES
0832.370.559,2,1,PUUR interieurarchitecten
0832.463.007,2,1,NOTARIAAT BART VAN TULDEN
0832.487.652,2,1,"Vereniging van Mede-eigenaars Residentie Laagland te Antwerpen, Diepestraat, hoek Korte Zavelstraat"
0832.548.129,2,1,BF SOLUTIONS
0832.568.222,2,1,VideoCrew
0832.626.620,2,1,TEMPO STRIJKATELIER
0832.640.674,2,1,DIAS FELIPE
0832.667.596,2,1,BAKKERIJ ROYAL
0832.845.859,2,1,MILLIONAIRE MANAGEMENT
0833.036.295,2,1,SALUTE
0833.045.601,2,1,M.C.R. INVEST
0833.068.959,2,1,TCB Invest
0833.187.636,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Pothoekstraat 6"
0833.333.928,2,1,SIDER
0833.486.257,2,1,"Vereniging van Mede-eigenaars van het gebouw te Antwerpen, Constitutiestraat 88"
0833.487.049,2,1,"Deelvereniging van Mede-eigenaars van het appartementsgebouw te Antwerpen, Constitutiestraat 88"
0833.488.930,2,1,"Deelvereniging van Mede-eigenaars van het garagecomplex te Antwerpen, Constitutiestraat 88"
0833.489.425,2,1,"Vereniging van Mede-eigenaars Residentie 'De Pollepel' te 2060 Antwerpen, Pollepelstraat 1A"
0833.655.513,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Dambruggestraat 2/4"
0833.656.897,2,1,"Vereniging van Mede-eigenaars Comptoir Sucrier te Antwerpen, Oude Steenweg 85/91"
0833.743.506,2,1,ATLAS @ INSURANCE & SERVICES
0833.849.513,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Wetstraat 28"
0833.871.188,2,1,SYNCWARE
0833.911.968,2,1,NESSMA
0834.054.401,2,1,MUSAFER
0834.154.270,2,1,BSM
0834.154.270,2,2,BSM
0834.173.175,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Van Arteveldestraat 46-48"
0834.174.066,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Van Arteveldestraat 44"
0834.175.155,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Handelstraat 27"
0834.244.639,2,1,Restoserhat
0834.260.772,2,1,ASMIN
0834.422.704,2,1,Bloemnet
0834.536.827,2,1,RAPIDO TRADE
0834.737.359,2,1,MAC & JAZI
0834.806.645,2,1,OMARZAI
0834.829.807,2,1,FUJIAN VERENIGING IN BELGIE
0834.982.235,2,1,GEBA
0835.077.849,2,1,BLOOMINGFELD BELGIUM
0835.139.316,2,1,GÜLBER
0835.227.606,2,1,Pastoor Steenssenstraat 28
0835.411.312,2,1,LARI CHIKH
0835.724.482,2,1,DOTCON
0835.788.424,2,1,HAIRDESIGN NEW LOOK
0836.040.426,2,1,KASABOV FOODS
0836.192.260,2,1,MAIOLA IT
0836.333.307,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Osystraat 81"
0836.356.962,2,1,A CHURRASQUEIRA
0836.419.815,2,1,ALLOSAM
0836.470.788,2,1,BEVAN
0836.497.316,2,1,BAKKERIJ ISTANBUL
0836.511.667,2,1,INTERZONE
0836.642.420,2,1,BIJBELHUIS ANTWERPEN
0836.774.656,2,1,BAFAW CULTURAL AND DEVELOPMENT ASSOCIATION BELGIUM
0836.774.656,2,2,BAFCUDA
0836.897.885,2,1,RAPID
0836.942.031,2,1,ABC Resto
0837.083.571,2,1,"""A""Concept Interim"
0837.089.115,2,1,Studio Terra
0837.466.425,2,1,BLUE LINE LOGISTICS
0837.466.425,2,2,BLL
0837.467.514,2,1,CHAN ADVISORY
0837.524.724,2,1,APOTHEEK BOUAKKA
0837.698.730,2,1,Flexid
0837.906.190,2,1,Creadvice
0838.037.438,2,1,MORTSEL UNITED
0838.190.856,2,1,GLORY ARENA MINISTRY
0838.454.439,2,1,DURANS
0838.608.055,2,1,RESIDENTIE TEN CLERCKEN
0838.759.493,2,1,LUSO IMPERIO
0838.841.251,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Greinstraat 53 en Lange Beeldekensstraat 82-84"
0839.357.727,2,1,A & A
0839.561.328,2,1,Bovenbouw Architectuur
0839.571.721,2,1,"Vereniging van Mede-eigenaars Zonnewende te Antwerpen, Carnotstraat 138"
0839.573.996,2,1,"Vereniging van Mede-eigenaars Residentie Countach te Antwerpen, Van Maerlantstraat 23"
0839.872.322,2,1,VZW KOUBA
0839.872.322,2,2,MKA
0839.961.404,2,1,Brands 2C
0839.961.404,2,2,B2C
0840.037.024,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Houwerstraat 23"
0840.073.745,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Van Arteveldestraat 43"
0840.102.053,2,1,AFGHAANS CULTUREEL CENTRUM
0840.102.053,2,2,ACC
0840.129.371,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Osystraat 7"
0840.151.939,2,1,Ibertrade BTW-eenheid
0840.415.324,2,1,EURONEPAL
0840.506.780,2,1,BENEMAS
0840.543.701,2,1,THE NEW DRIVE
0840.613.084,2,1,SARWAN
0840.905.668,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Van Stralenstraat 40-42"
0840.918.041,2,1,FiduCon
0840.933.877,2,1,Isabelle Jacobs Advocatenkantoor
0840.953.277,2,1,Alles Onder Control
0840.980.694,2,1,VZW ANTWERP AIRSOFT SHOOTING
0840.980.694,2,2,VZW A.A.S.
0841.174.793,2,1,ANCHOR ESTATE
0841.239.626,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Twee Netenstraat 76"
0841.241.804,2,1,"Vereniging van Mede-eigenaars van gebouw ""Hoek C"" te Antwerpen, Pijlstraat 21-De Coninckplein 12"
0841.264.766,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Handelstraat 15"
0841.365.627,2,1,PURADENTI
0841.378.592,2,1,Bridgefield vastgoed
0841.397.202,2,1,Aitech
0841.408.286,2,1,ALLIANCE
0841.562.496,2,1,con impeto
0841.703.543,2,1,Stefan Eyckmans
0841.707.996,2,1,UDS
0841.707.996,2,3,TAXI DE RING
0841.884.972,2,1,HOLD CO V.L.L.
0841.960.691,2,1,SoToCon
0842.029.185,2,1,MUSIB
0842.060.067,2,1,Wantconcepts
0842.074.816,2,1,ERALJO
0842.123.217,2,1,APOTHEEK MARC TIJSKENS
0842.257.730,2,1,PROSPERO & PARTNERS
0842.322.066,2,1,Logicall Air & Ocean
0842.883.676,2,1,KROS THV
0842.926.238,2,1,"LA DOLPHINA, VERENIGING ZONDER WINSTOOGMERK"
0842.926.238,2,2,"LA DOLPHINA, VZW"
0843.144.091,2,1,samtar
0843.168.441,2,1,DRIEKOMMAVEERTIEN
0843.333.737,2,1,Mans & Zonen
0843.532.388,2,1,Zeppelin 13
0843.638.197,2,1,EUROPE - MONGOLIA ASSOCIATION
0843.669.673,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Congresstraat 22"
0843.671.950,2,1,"Vereniging van Mede-eigenaars te Antwerpen, De Coninckplein 29-30"
0843.675.217,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Oranjestraat 14"
0843.679.472,2,1,"Vereniging van Mede-eigenaars te Antwerpen, Handelstraat 93"
0843.727.081,2,1,BOUMARIAM
0843.769.247,2,1,MAGIC TREEHOUSE PRODUCTIONS
